TRUNC_ID,GENPRINT,SCANNING_CODE,STEM_ID,SUBSAMPLE_ID,SUBSAMPLE,Remarks,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,La Concentration,Ce Concentration,Pr Concentration,Nd Concentration,Ta Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,P Error1s,S Error1s,K Error1s,Ca Error1s,Ti Error1s,V Error1s,Cr Error1s,Mn Error1s,Fe Error1s,Co Error1s,Ni Error1s,Cu Error1s,Zn Error1s,As Error1s,Se Error1s,Rb Error1s,Sr Error1s,Y Error1s,Zr Error1s,Nb Error1s,Mo Error1s,Ag Error1s,Cd Error1s,Sn Error1s,Sb Error1s,Ba Error1s,La Error1s,Ce Error1s,Pr Error1s,Nd Error1s,Ta Error1s,W Error1s,Hg Error1s,Pb Error1s,Bi Error1s,Th Error1s,U Error1s,SITE,YEAR,RUN,RANGE,PAP,BLOCK,RUNPAIR,SET,GENOTYPE,TRIAL,GEN,yield,biomass,sample_weight,grain_g,harvest_index
0108XC,1232,Aug 23-21,ST50PKT0WD09,ST50GEN0108XC,Straw,NA,817,1405,33378,4118,45,6,18,213,279,-15,-5,-3,6,-2,-3,25,50,2,3,1,-1,0,-4,-27,-7,93,-15,47,-142,-218,6,-10,-3,2,-40,-3,-1,187,44,108,24,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,64,81,174,15,1,1,1,2,4,4,York,2018,47,10,30 kg P,1,24,BT 4-Way MAGIC,CAV4081232,York_2018,CAV4081232,4.518092105,12.61,395.79,157.7,0.398443619
0108J9,1350,Aug 23-22,ST50PKT0WCRK,ST50GEN0108J9,Straw,NA,274,696,24767,3206,33,4,12,54,179,-14,-6,-3,0,-2,-3,14,37,1,1,1,2,-1,-4,-28,-8,109,11,70,-50,145,-11,-9,-4,3,-37,-2,-6,156,33,83,20,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,62,78,169,14,1,1,1,2,4,4,York,2018,61,4,0 kg P,1,31,BT 4-Way MAGIC,CAV4081350,York_2018,CAV4081350,3.211875843,13.17,159.27,55,0.345325548
01078S,737,Aug 23-23,ST50PKT0WC04,ST50GEN01078S,Straw,NA,205,1106,38552,3306,30,5,9,72,121,-13,-7,-1,0,-2,-3,28,32,1,6,0,3,-2,2,-23,-2,122,-37,-59,-83,-173,-15,-7,-4,2,-38,-3,-3,175,42,124,23,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,32,63,81,172,14,1,1,1,2,4,4,York,2018,113,2,0 kg P,2,57,BT 4-Way MAGIC,CAV4080737,York_2018,CAV4080737,2.940283401,11.77,178.39,58.9,0.330175458
0109TK,531,Aug 23-24,ST50PKT0WDNM,ST50GEN0109TK,Straw,NA,816,1323,37488,3543,53,4,13,150,340,-12,-5,-2,0,-2,-3,20,50,2,0,0,1,1,0,-23,-3,119,-3,11,-99,292,-4,-11,-3,2,-38,2,4,184,43,119,23,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,62,79,170,14,1,1,1,2,4,4,York,2018,13,6,30 kg P,1,7,BT 4-Way MAGIC,CAV4080531,York_2018,CAV4080531,3.672978177,10.96,303.88,98.7,0.324799263
0108Q7,408,Aug 23-25,ST50PKT0WCYB,ST50GEN0108Q7,Straw,NA,516,531,26941,3304,50,8,13,165,146,-15,-8,-4,1,-3,-2,13,45,0,0,2,5,-1,0,-34,-8,114,25,-27,-51,203,-4,-9,-3,3,-40,3,-2,164,32,89,21,1,0,1,2,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,61,78,170,14,1,1,1,2,4,4,York,2018,55,9,0 kg P,1,28,BT 4-Way MAGIC,CAV4080408,York_2018,CAV4080408,2.888318357,11.94,193.21,65.1,0.336939082
01078Q,M76-79,Aug 23-26,ST50PKT0WC03,ST50GEN01078Q,Straw,NA,300,722,28841,3713,31,5,14,56,113,-13,-9,1,-1,-2,-3,11,38,-1,3,-1,5,-3,3,-33,2,156,-26,-33,-114,-435,30,-5,-5,2,-40,-2,0,172,36,98,23,1,0,1,1,4,2,1,1,1,0,0,0,4,2,2,1,4,3,3,6,7,17,34,68,87,187,18,1,1,1,2,4,5,York,2018,113,3,0 kg P,2,57,Maringa_Spica,M76-79,York_2018,M76-79,2.506418485,13.25,182.37,52,0.285134616
0108PV,598,Aug 23-27,ST50PKT0WCY2,ST50GEN0108PV,Straw,NA,306,959,18346,2471,23,3,12,53,134,-12,-8,-2,-1,-2,-2,13,37,1,1,4,-2,0,2,-17,5,133,13,35,-78,292,13,-9,-4,1,-37,2,0,145,36,67,17,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,62,78,170,15,1,1,1,2,4,4,York,2018,56,3,30 kg P,1,28,BT 4-Way MAGIC,CAV4080598,York_2018,CAV4080598,3.727535302,15.95,178.9,44.2,0.2470654
0108GC,1260,Aug 23-28,ST50PKT0WCSR,ST50GEN0108GC,Straw,NA,242,449,22433,2383,50,8,16,71,171,-15,-7,-4,-2,-2,-3,13,29,0,3,0,-3,-1,-3,-35,-15,117,-9,50,-85,-1,7,-10,-5,2,-43,-3,-3,146,30,78,18,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,62,79,170,15,1,1,1,2,4,4,York,2018,65,11,30 kg P,1,33,BT 4-Way MAGIC,CAV4081260,York_2018,CAV4081260,3.867137356,10.77,182.57,66.8,0.365887057
0108X5,1187,Aug 23-29,ST50PKT0WD04,ST50GEN0108X5,Straw,NA,430,928,33091,2939,48,6,10,47,207,-15,-8,-2,1,-1,-3,13,45,1,4,0,-2,-5,-5,-21,2,129,-84,68,-98,-8,-1,-10,-4,0,-38,-1,3,165,37,105,21,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,80,171,14,1,1,1,2,4,4,York,2018,48,1,0 kg P,1,24,BT 4-Way MAGIC,CAV4081187,York_2018,CAV4081187,3.292763158,10.35,258,101.8,0.394573643
010786,1379,Aug 23-30,ST50PKT0WC4P,ST50GEN010786,Straw,NA,120,1531,29979,2215,32,4,12,74,187,-14,-6,0,2,-2,-2,12,38,0,-1,1,2,-6,2,-27,-10,100,10,-39,-306,253,11,-10,-4,3,-39,7,5,155,45,100,19,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,65,83,178,16,1,1,1,2,4,5,York,2018,113,11,0 kg P,2,57,BT 4-Way MAGIC,CAV4081379,York_2018,CAV4081379,2.812901155,9.73,116.11,42.1,0.362587202
01088P,1194,Aug 23-31,ST50PKT0WCLV,ST50GEN01088P,Straw,NA,541,900,27554,3623,50,6,12,65,234,-13,-7,-1,-1,-2,-3,11,34,3,2,-1,-1,-2,1,-34,0,107,0,-42,-161,-206,-13,-8,-5,2,-36,-2,6,170,37,92,22,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,78,167,13,1,1,1,2,4,4,York,2018,75,4,30 kg P,2,38,BT 4-Way MAGIC,CAV4081194,York_2018,CAV4081194,5.337381916,15.09,323.21,113.5,0.351164877
01079H,1548,Aug 23-32,ST50PKT0WC0K,ST50GEN01079H,Straw,NA,253,514,22791,2511,30,5,13,75,122,-13,-7,-1,-2,-2,-2,14,32,0,-2,0,-4,1,-1,-14,4,110,46,45,-62,17,-6,-8,-4,2,-41,7,1,148,31,78,18,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,62,80,170,14,1,1,1,2,4,4,York,2018,112,3,30 kg P,2,56,BT 4-Way MAGIC,CAV4081548,York_2018,CAV4081548,3.778883184,13.77,291.9,120.1,0.411442275
0108NF,1547,Aug 23-33,ST50PKT0WCR4,ST50GEN0108NF,Straw,NA,603,1174,29701,4544,47,6,12,60,250,-12,-8,-3,0,-3,-3,14,69,-4,2,0,4,0,-2,-22,-9,86,-30,25,-206,-65,25,-9,-5,3,-37,-3,2,179,40,97,25,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,63,80,173,16,1,1,1,2,4,4,York,2018,62,3,30 kg P,1,31,BT 4-Way MAGIC,CAV4081547,York_2018,CAV4081547,4.49775353,12.87,374.61,141,0.376391447
0108YX,588,Aug 23-35,ST50PKT0WD16,ST50GEN0108YX,Straw,NA,441,1350,29919,4459,58,9,14,163,249,-14,-6,-5,2,-2,-3,20,55,0,2,5,5,-3,-5,-30,-3,126,-14,55,40,1,-1,-8,-5,3,-43,-8,-3,182,44,101,25,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,31,63,81,174,15,1,1,1,2,4,4,York,2018,45,10,30 kg P,1,23,BT 4-Way MAGIC,CAV4080588,York_2018,CAV4080588,3.784539474,13.03,169.39,60.7,0.358344648
01078V,118,Aug 23-36,ST50PKT0WC05,ST50GEN01078V,Straw,NA,305,748,25834,2790,49,5,10,74,286,-15,-7,0,1,-1,-3,12,26,-1,1,0,-2,-5,-1,-21,-5,126,-26,-44,-129,-62,-4,-6,-5,1,-40,-1,-6,153,34,85,19,1,0,1,1,6,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,62,79,169,14,1,1,1,2,4,4,York,2018,113,1,0 kg P,2,57,BT 4-Way MAGIC,CAV4080118,York_2018,CAV4080118,3.690789474,11.43,96.39,32.3,0.335097002
0108WZ,M73-13,Aug 23-37,ST50PKT0WD01,ST50GEN0108WZ,Straw,NA,288,1319,22431,5470,46,6,7,42,165,-13,-6,0,0,-2,-2,32,80,-1,1,2,7,-3,0,-32,-5,113,24,1,15,473,14,-9,-5,2,-38,0,-7,171,41,76,26,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,61,78,168,15,1,1,1,2,4,4,York,2018,48,4,0 kg P,1,24,Maringa_Spica,M73-13,York_2018,M73-13,2.591093117,14.1,292.55,104.5,0.357203897
010793,M75-28,Aug 23-38,ST50PKT0WC0C,ST50GEN010793,Straw,NA,663,836,25357,3614,21,3,17,78,138,-13,-7,1,2,-2,-2,21,56,-1,2,2,-3,0,1,-24,-5,100,-47,58,27,388,10,-10,-3,2,-37,-2,0,173,37,88,22,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,63,79,171,15,1,1,1,2,4,4,York,2018,112,9,30 kg P,2,56,Maringa_Spica,M75-28,York_2018,M75-28,2.533697047,15.61,170.63,29.1,0.170544453
01078B,1301,Aug 23-39,ST50PKT0WC4R,ST50GEN01078B,Straw,NA,876,835,23653,3875,40,5,11,72,158,-15,-7,-3,11,-2,-2,13,41,-1,1,0,4,-4,-8,-23,-10,79,-15,1,-229,-140,-1,-7,-4,2,-37,2,1,173,35,81,22,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,63,79,172,14,1,1,1,2,4,4,York,2018,113,9,0 kg P,2,57,BT 4-Way MAGIC,CAV4081301,York_2018,CAV4081301,1.816431322,7,96.84,38.2,0.394465097
0109TM,1176,Aug 23-40,ST50PKT0WDNN,ST50GEN0109TM,Straw,NA,591,905,28490,2584,30,4,9,80,124,-13,-8,-5,1,-1,-3,15,48,-3,0,0,-2,-2,-2,-19,-1,122,37,49,14,104,-13,-11,-2,1,-40,-3,5,162,37,94,19,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,30,60,76,164,13,1,1,1,2,4,4,York,2018,13,5,30 kg P,1,7,BT 4-Way MAGIC,CAV4081176,York_2018,CAV4081176,4.003759398,15.29,358.81,121.8,0.339455422
01077R,1445,Aug 23-41,ST50PKT0WC4D,ST50GEN01077R,Straw,NA,202,528,18946,2862,46,6,9,53,151,-14,-9,-5,-1,-2,-3,11,39,1,3,1,3,-3,-8,-22,-9,122,-32,-28,-124,115,2,-9,-5,2,-37,-1,4,141,29,66,18,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,29,59,75,163,13,1,1,1,1,4,4,York,2018,114,6,30 kg P,2,57,BT 4-Way MAGIC,CAV4081445,York_2018,CAV4081445,3.778883184,11.09,239.5,84.2,0.351565762
0107RH,1217,Aug 23-42,ST50PKT0WCCY,ST50GEN0107RH,Straw,NA,571,1035,37264,2471,36,5,13,74,160,-14,-7,-3,1,-2,-2,25,33,-3,0,0,3,2,-5,-21,-4,114,-39,-2,-181,-93,13,-10,-3,2,-40,0,-1,177,41,122,21,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,63,80,173,16,1,1,1,2,4,4,York,2018,94,2,30 kg P,2,47,BT 4-Way MAGIC,CAV4081217,York_2018,CAV4081217,4.43488529,13,218.88,72.5,0.331231725
0109V2,1274,Aug 23-43,ST50PKT0WDKQ,ST50GEN0109V2,Straw,NA,711,777,17428,6152,99,14,21,366,437,-16,-3,-4,2,-2,-3,18,66,0,1,2,-1,-6,-2,-35,-8,137,-35,-109,-101,-103,25,-9,-4,3,-43,0,4,189,36,66,28,2,0,1,2,7,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,66,85,181,17,1,1,1,2,4,4,York,2018,12,10,30 kg P,1,6,BT 4-Way MAGIC,CAV4081274,York_2018,CAV4081274,3.105263158,12.06,208.6,83.4,0.399808245
0108XW,665,Aug 23-44,ST50PKT0WD0K,ST50GEN0108XW,Straw,NA,368,1247,29070,3652,51,6,11,43,232,-11,-9,-1,-1,-1,-2,22,62,1,-3,0,2,-1,4,-32,-16,124,29,82,44,70,4,-10,-4,1,-39,0,4,166,41,95,22,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,60,76,163,14,1,1,1,2,4,4,York,2018,47,2,30 kg P,1,24,BT 4-Way MAGIC,CAV4080665,York_2018,CAV4080665,4.644062078,13.74,394.4,156.7,0.397312373
01088W,177,Aug 23-45,ST50PKT0WCLY,ST50GEN01088W,Straw,NA,71,627,20443,3569,38,3,12,107,412,-14,-7,-3,2,-2,-3,9,55,-1,6,-2,3,-1,-5,-26,-9,94,32,70,-48,-26,4,-9,-3,2,-36,-3,0,150,32,72,21,1,0,1,1,6,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,77,165,14,1,1,1,1,4,4,York,2018,75,1,30 kg P,2,38,BT 4-Way MAGIC,CAV4080177,York_2018,CAV4080177,3.743421053,13.76,176.5,50.5,0.28611898
01098D,1163,Aug 23-46,ST50PKT0WDBW,ST50GEN01098D,Straw,NA,256,1325,26277,3843,58,7,10,199,168,-12,-8,-5,4,-2,-3,13,55,-1,0,2,5,-3,2,-27,-12,80,-3,106,30,41,2,-11,-3,2,-39,-2,3,158,40,85,22,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,60,77,166,14,1,1,1,1,4,4,York,2018,31,6,0 kg P,1,16,BT 4-Way MAGIC,CAV4081163,York_2018,CAV4081163,1.479460847,6.71,133.74,53.9,0.403020787
0108NT,839,Aug 23-47,ST50PKT0WCRD,ST50GEN0108NT,Straw,NA,936,885,21358,4143,61,7,14,57,270,-14,-8,-1,0,-3,-2,13,43,2,3,0,0,-3,1,-17,-1,121,-73,-50,-189,64,26,-8,-4,2,-42,0,-2,176,36,75,22,2,0,1,1,6,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,15,31,63,79,174,16,1,1,1,2,4,4,York,2018,61,9,0 kg P,1,31,BT 4-Way MAGIC,CAV4080839,York_2018,CAV4080839,2.727856226,10.07,96.82,32.4,0.334641603
0109R5,531,Aug 23-48,ST50PKT0WDN5,ST50GEN0109R5,Straw,NA,451,900,31041,3244,42,5,12,118,198,-15,-8,-3,1,-2,-3,15,50,0,0,0,-4,-1,-4,-24,-4,79,-51,-51,39,-56,-4,-9,-4,2,-40,4,1,165,37,100,21,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,31,62,78,169,14,1,1,1,2,4,4,York,2018,14,6,0 kg P,1,7,BT 4-Way MAGIC,CAV4080531,York_2018,CAV4080531,2.325096277,8.36,168.1,60.1,0.357525283
0108XH,1265,Aug 23-49,ST50PKT0WD0C,ST50GEN0108XH,Straw,NA,677,1035,21630,3387,42,6,22,205,216,-17,-7,-4,-1,-2,-3,16,39,2,2,1,1,-5,0,-28,-1,124,1,-102,-30,364,1,-10,-4,3,-43,-1,1,169,39,78,21,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,82,178,16,1,1,1,2,4,4,York,2018,47,8,30 kg P,1,24,BT 4-Way MAGIC,CAV4081265,York_2018,CAV4081265,4.823407202,13.58,248.48,84.6,0.340470058
0108YV,1133,Aug 23-50,ST50PKT0WD15,ST50GEN0108YV,Straw,NA,1007,1247,31268,2987,48,7,13,205,182,-12,-8,-3,11,-2,-2,20,62,-2,1,-1,0,-3,-1,-26,7,109,-10,-11,-106,3,25,-11,-3,2,-37,4,1,175,41,100,21,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,78,165,15,1,1,1,2,4,4,York,2018,45,11,30 kg P,1,23,BT 4-Way MAGIC,CAV4081133,York_2018,CAV4081133,4.768934531,13.83,199.89,64.5,0.322677473
0108XK,1212,Aug 23-51,ST50PKT0WD0D,ST50GEN0108XK,Straw,NA,526,539,22330,3750,65,7,21,268,332,-15,-4,-3,-1,-3,-3,14,52,-1,5,0,1,-7,-7,-24,0,152,26,-11,-101,-77,12,-10,-3,3,-40,-2,0,172,33,80,22,2,0,1,2,7,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,67,86,183,16,1,1,1,2,4,5,York,2018,47,7,30 kg P,1,24,BT 4-Way MAGIC,CAV4081212,York_2018,CAV4081212,4.49775353,12.69,234.11,83.4,0.356242792
01077K,1301,Aug 23-52,ST50PKT0WC49,ST50GEN01077K,Straw,NA,900,656,17968,3636,37,5,16,100,173,-11,-8,-1,1,-2,-3,9,44,-1,2,1,3,3,-1,-25,-6,102,-49,43,-194,-59,30,-11,-4,2,-42,4,-3,168,32,66,21,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,80,172,16,1,1,1,2,4,4,York,2018,114,9,30 kg P,2,57,BT 4-Way MAGIC,CAV4081301,York_2018,CAV4081301,3.551026958,9.85,195.6,67.6,0.345603272
0109V0,1306,Aug 23-53,ST50PKT0WDKP,ST50GEN0109V0,Straw,NA,588,824,17056,3184,42,6,10,143,215,-15,-9,-3,-2,-2,-3,20,60,1,2,0,0,-3,-2,-21,-2,119,16,104,-147,-161,16,-9,-4,2,-38,-3,-1,150,33,61,18,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,14,29,59,75,162,14,1,1,1,1,3,4,York,2018,12,11,30 kg P,1,6,BT 4-Way MAGIC,CAV4081306,York_2018,CAV4081306,3.721116816,15.54,322,117.8,0.365838509
0108NY,438,Aug 23-54,ST50PKT0WCRG,ST50GEN0108NY,Straw,NA,653,512,23910,4141,67,10,12,123,233,-12,-7,-3,1,-2,-3,9,42,1,1,-1,1,0,0,-20,-4,124,16,4,-191,-37,39,-8,-4,1,-35,-4,7,169,31,80,22,2,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,61,78,169,16,1,1,1,2,4,4,York,2018,61,7,0 kg P,1,31,BT 4-Way MAGIC,CAV4080438,York_2018,CAV4080438,2.483953787,8.9,76.39,29.3,0.383558057
0108FN,1217,Aug 26-4,ST50PKT0WCSB,ST50GEN0108FN,Straw,NA,525,874,24710,1866,30,3,12,49,159,-15,-8,-3,0,-2,-3,13,21,1,2,1,1,0,-2,-25,-5,110,-32,61,-93,-333,6,-9,-5,2,-37,-12,-1,150,35,83,17,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,60,77,165,14,1,1,1,2,3,4,York,2018,66,10,0 kg P,1,33,BT 4-Way MAGIC,CAV4081217,York_2018,CAV4081217,1.998355263,9.55,219.91,84.7,0.385157564
0108MZ,1255,Aug 26-5,ST50PKT0WCQX,ST50GEN0108MZ,Straw,NA,739,648,27674,3612,52,5,16,129,356,-15,-7,-4,1,-2,-2,11,39,0,4,-1,4,-4,-3,-25,-4,118,-8,13,-84,-203,18,-12,-3,2,-41,-6,-1,171,33,91,22,1,0,1,1,6,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,30,61,79,168,15,1,1,1,2,3,4,York,2018,62,10,30 kg P,1,31,BT 4-Way MAGIC,CAV4081255,York_2018,CAV4081255,3.411184211,NA,180.44,60.5,0.33529151
01097Y,349,Aug 26-6,ST50PKT0WDBL,ST50GEN01097Y,Straw,NA,764,869,26972,3395,52,5,22,216,350,-13,-3,-1,4,-2,-3,23,48,1,1,-2,3,-5,0,-21,-5,107,-55,-132,-143,-54,31,-10,-4,2,-38,0,-1,174,37,91,22,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,65,83,176,16,1,1,1,2,4,4,York,2018,32,1,30 kg P,1,16,BT 4-Way MAGIC,CAV4080349,York_2018,CAV4080349,4.203947368,14.17,231.41,70,0.30249341
01097R,399,Aug 26-7,ST50PKT0WDBH,ST50GEN01097R,Straw,NA,803,903,25790,2724,55,8,15,262,285,-14,-5,-5,-1,-2,-2,29,53,-2,1,-1,-4,-1,-3,-25,-6,127,-53,-31,-46,-27,28,-10,-5,2,-34,-6,-2,166,36,87,19,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,60,78,167,15,1,1,1,1,3,4,York,2018,32,4,30 kg P,1,16,BT 4-Way MAGIC,CAV4080399,York_2018,CAV4080399,4.009784076,11.18,312.1,117.8,0.377443127
0108WJ,808,Aug 26-8,ST50PKT0WCZT,ST50GEN0108WJ,Straw,NA,832,1046,31388,3203,61,8,19,87,203,-14,-7,-2,6,-3,-3,15,38,1,1,-2,4,-2,4,-25,-9,127,-55,-140,-159,12,27,-11,-4,3,-39,3,-1,183,41,106,22,2,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,3,3,6,6,16,32,64,81,174,17,1,1,1,2,4,4,York,2018,48,11,0 kg P,1,24,BT 4-Way MAGIC,CAV4080808,York_2018,CAV4080808,4.650192555,12.4,290.89,115.1,0.395682217
0108ZC,1532,Aug 26-9,ST50PKT0WD31,ST50GEN0108ZC,Straw,NA,379,901,18073,3091,36,6,21,66,155,-17,-7,-3,-2,-3,-3,22,50,0,4,3,-1,0,2,-22,4,112,-60,-10,-226,-110,20,-8,-5,3,-42,9,-5,160,37,69,20,1,0,1,1,5,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,32,66,83,179,16,1,1,1,2,5,4,York,2018,45,3,30 kg P,1,23,BT 4-Way MAGIC,CAV4081532,York_2018,CAV4081532,4.237804878,12.47,152.73,57.1,0.373862372
0108N5,438,Aug 26-10,ST50PKT0WCR0,ST50GEN0108N5,Straw,NA,508,605,17082,2769,35,5,9,72,147,-14,-5,-4,-2,-2,-2,12,48,1,1,1,4,-6,2,-19,-4,127,6,7,-177,-116,4,-7,-5,2,-38,-5,1,145,30,61,17,1,0,1,1,4,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,14,29,59,75,161,13,1,1,1,1,3,4,York,2018,62,7,30 kg P,1,31,BT 4-Way MAGIC,CAV4080438,York_2018,CAV4080438,4.250641849,12.47,235.65,86.5,0.367069807
0109VS,1306,Aug 26-11,ST50PKT0WDL4,ST50GEN0109VS,Straw,NA,395,752,24972,3119,55,9,13,233,157,-13,-7,-4,3,-2,-3,17,52,-4,-1,2,-2,1,2,-28,-4,115,7,65,-15,-58,-22,-10,-4,2,-39,-5,-6,157,34,83,20,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,78,167,13,1,1,1,2,4,4,York,2018,11,11,0 kg P,1,6,BT 4-Way MAGIC,CAV4081306,York_2018,CAV4081306,1.745827985,7.11,77.79,26.9,0.345802802
01079K,1610,Aug 26-12,ST50PKT0WC0L,ST50GEN01079K,Straw,NA,404,590,23137,2457,35,6,14,92,162,-16,-7,-3,-2,-2,-2,15,28,-2,0,1,4,-3,2,-21,-8,116,7,44,-132,146,-3,-9,-4,2,-42,2,-6,153,32,80,18,1,0,1,1,5,2,1,1,1,0,0,0,3,2,2,1,3,2,3,6,6,15,31,62,79,169,14,1,1,1,2,4,4,York,2018,112,2,30 kg P,2,56,BT 4-Way MAGIC,CAV4081610,York_2018,CAV4081610,4.261133603,14.33,325.15,119.3,0.366907581
0108WS,1212,Aug 26-13,ST50PKT0WCZY,ST50GEN0108WS,Straw,NA,367,722,20234,4085,60,7,20,208,298,-17,-5,-3,3,-2,-3,13,50,2,2,1,1,3,3,-25,-5,154,-2,-109,-114,37,0,-10,-4,2,-40,-4,1,170,35,75,23,2,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,16,33,66,84,183,16,1,1,1,2,4,5,York,2018,48,7,0 kg P,1,24,BT 4-Way MAGIC,CAV4081212,York_2018,CAV4081212,2.734274711,10.22,190.2,68.1,0.358044164
0109K9,1163,Aug 26-14,ST50PKT0WDBF,ST50GEN0109K9,Straw,NA,177,956,23334,3275,41,5,11,166,199,-14,-8,-5,0,-2,-2,19,63,-1,0,0,9,-6,-6,-26,-6,115,-21,-39,-194,-137,-14,-9,-5,2,-38,1,-1,151,36,78,20,1,0,1,2,5,2,1,1,1,0,0,0,4,2,2,1,3,2,3,6,6,15,30,61,77,167,13,1,1,1,2,4,4,York,2018,32,6,30 kg P,1,16,BT 4-Way MAGIC,CAV4081163,York_2018,CAV4081163,3.955391528,12.75,258.99,100.1,0.386501409
0108YG,462,Aug 26-15,ST50PKT0WD0X,ST50GEN0108YG,Straw,NA,249,929,20093,4117,91,7,16,145,520,-16,-7,-2,3,-3,-3,15,58,2,2,0,0,-4,-1,-13,5,137,-5,39,-146,-24,-1,-7,-4,4,-40,3,5,164,37,73,23,2,0,1,2,7,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,32,64,80,174,15,1,1,1,2,4,4,York,2018,46,5,0 kg P,1,23,BT 4-Way MAGIC,CAV4080462,York_2018,CAV4080462,2.363721805,10.4,174.2,67.4,0.386911596
0109HY,1602,Aug 26-16,ST50PKT0WD9M,ST50GEN0109HY,Straw,NA,1410,1319,36811,3173,45,5,16,279,273,-13,-5,-1,3,-2,-3,27,45,-1,0,2,-4,-3,3,-23,-1,125,-23,-2,-135,-208,18,-10,-4,1,-39,1,11,191,43,116,22,1,0,1,2,6,2,1,1,1,0,0,0,4,2,2,1,3,3,3,6,6,15,31,63,80,173,15,1,1,1,2,4,5,York,2018,34,3,30 kg P,1,17,BT 4-Way MAGIC,CAV4081602,York_2018,CAV4081602,4.481707317,10.91,304.49,99.5,0.32677592
