SCANNING_CODE,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,La Concentration,Ce Concentration,Pr Concentration,Nd Concentration,Ta Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,P Error1s,S Error1s,K Error1s,Ca Error1s,Ti Error1s,V Error1s,Cr Error1s,Mn Error1s,Fe Error1s,Co Error1s,Ni Error1s,Cu Error1s,Zn Error1s,As Error1s,Se Error1s,Rb Error1s,Sr Error1s,Y Error1s,Zr Error1s,Nb Error1s,Mo Error1s,Ag Error1s,Cd Error1s,Sn Error1s,Sb Error1s,Ba Error1s,La Error1s,Ce Error1s,Pr Error1s,Nd Error1s,Ta Error1s,W Error1s,Hg Error1s,Pb Error1s,Bi Error1s,Th Error1s,U Error1s
Aug 22-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sep 9-10,3360,1023,4771,246,1,-3,-14,49,33,-14,-12,-6,19,-1,-2,12,7,0,-1,-1,-2,-2,-2,-26,-4,8,-13,-5,-88,88,-5,-12,-4,-2,-20,-2,1,132,26,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,95,6,1,0,0,1,1,2
Sep 9-11,3195,891,5579,275,2,-3,-14,33,24,-14,-12,-4,29,-1,-2,7,5,0,0,0,-1,-2,-4,-24,-1,26,-1,-4,-50,70,-21,-11,-4,-2,-18,-3,0,128,24,23,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,92,5,1,0,0,1,1,1
Sep 9-12,3938,900,4469,302,4,-3,-14,30,32,-14,-12,-2,20,-1,-1,10,5,-2,-1,0,1,0,0,-21,-4,15,-24,19,-38,50,-7,-12,-5,-1,-18,-5,-4,137,24,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,6,1,0,0,1,1,1
Sep 9-13,2877,888,4381,246,4,-3,-14,45,27,-15,-12,-6,11,-1,-2,9,4,-1,0,-1,0,0,-2,-25,-6,3,-17,-9,-38,-138,0,-13,-4,-2,-16,-1,-1,121,23,19,5,1,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1
Sep 9-14,3720,781,4637,271,3,-3,-15,43,23,-14,-12,-4,15,-1,-2,6,8,-1,0,-1,0,-1,-2,-23,-1,13,11,-55,-47,287,-5,-12,-5,-2,-17,-2,0,133,23,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1
Sep 9-15,3401,882,4563,273,3,-3,-15,18,19,-14,-12,-2,21,-1,-2,6,2,-1,-1,-1,-2,-3,0,-28,-3,-6,-11,51,-39,42,-1,-12,-5,-1,-20,-3,-1,131,24,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,2
Sep 9-16,3224,891,4564,318,4,-2,-14,37,22,-14,-12,-2,21,-1,-2,4,4,0,0,-1,-1,-2,-1,-22,-3,16,-25,-64,-27,37,-14,-11,-5,-2,-19,-4,1,127,24,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1
Sep 9-17,3695,882,4301,322,2,-2,-15,56,38,-14,-12,1,21,-1,-2,8,4,-1,0,0,-1,-3,0,-25,-5,17,-39,24,-38,127,-7,-12,-4,-2,-18,-4,0,132,23,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1
Sep 9-18,2455,776,4805,325,3,-2,-13,11,20,-12,-12,-1,28,-1,-2,6,8,-1,-1,0,-2,-1,0,-25,-2,8,-11,34,-25,26,-17,-12,-5,-1,-18,-3,-2,116,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,5,1,0,0,1,1,1
Sep 9-19,3702,830,5062,287,3,-2,-15,31,29,-12,-12,-1,26,-1,-2,8,4,0,0,0,-3,-2,-1,-26,-5,20,31,-37,-71,-12,-16,-12,-4,-2,-17,-4,-2,133,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1
Sep 9-20,3785,990,4509,226,2,-3,-15,38,28,-13,-12,-6,21,-1,-2,10,3,-1,0,0,-1,0,0,-21,-6,14,-43,-18,25,-62,-10,-12,-4,-2,-19,-4,-2,135,25,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1
Sep 9-21,3078,814,4950,248,1,-3,-17,35,30,-14,-12,-6,12,-1,-2,13,3,-1,0,0,-2,-2,-1,-26,-3,7,-45,14,56,7,-18,-13,-4,-2,-18,-5,-1,125,23,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,5,1,0,0,1,1,2
Sep 9-22,1314,1359,26374,23902,2997,86,54,667,28008,-44,25,139,412,113,2,122,226,32,252,15,5,4,48,11,35,511,-4,162,-300,-366,0,12,11,1413,-1,14,2,467,76,124,101,17,2,2,5,105,17,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,48,63,138,11,3,2,7,2,3,3
Sep 9-23,4184,797,5363,289,1,-3,-15,43,23,-13,-13,-4,19,-1,-2,5,3,0,0,0,-1,-1,-1,-27,0,4,1,69,-47,-22,-5,-12,-4,-2,-17,-4,-1,140,23,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1
Sep 9-24,2484,967,4219,427,3,-2,-13,31,43,-13,-12,0,20,-1,-2,13,7,-1,-2,0,-1,-1,0,-26,-3,26,-21,-2,-101,3,-10,-11,-5,-1,-17,-1,2,117,24,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,3,3,8,17,34,44,94,6,1,0,0,1,2,2
Sep 9-25,2866,827,4529,238,3,-3,-14,16,28,-14,-13,-1,11,-1,-2,11,3,-1,-1,0,-1,-2,-1,-21,0,17,-11,16,-79,110,-3,-11,-4,-2,-18,0,-2,120,23,20,5,1,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1
Sep 9-26,3739,967,5615,314,4,-3,-14,68,37,-13,-12,-5,21,-1,-2,14,5,0,-1,0,-1,-2,0,-28,-8,17,-11,-43,-117,-3,-13,-11,-4,-2,-19,-3,-4,136,25,23,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1
Sep 9-27,3016,797,4181,243,6,-3,-15,22,14,-14,-12,0,22,-1,-2,4,2,0,0,0,0,-2,-2,-23,-6,14,8,33,7,92,-6,-12,-4,-1,-18,-3,0,122,22,19,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1
Sep 9-28,3866,708,4920,310,7,-3,-15,29,15,-13,-11,-4,13,-1,-2,4,4,0,0,-1,0,1,-3,-30,-2,19,-1,-17,-35,-106,-3,-12,-4,-2,-17,-1,-1,134,22,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1
Sep 9-29,3192,895,5050,318,5,-3,-16,38,24,-14,-11,-1,19,-1,-2,10,7,-1,0,0,2,-4,-3,-23,0,7,-44,-26,-7,31,-2,-11,-4,-2,-18,-3,-2,126,24,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1
Sep 9-30,3691,995,4728,227,6,-3,-14,57,43,-13,-12,-6,19,-1,-2,9,3,-1,0,-1,-1,-1,1,-26,0,13,-18,-29,-5,49,-11,-12,-5,-2,-19,-4,2,133,25,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,2
Sep 9-31,3071,1075,4924,344,9,-2,-15,78,32,-14,-12,-3,37,-1,-2,8,4,-1,0,0,0,0,1,-24,-4,19,5,43,14,87,-6,-12,-4,-2,-18,-3,-4,124,25,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,92,6,1,0,0,1,1,1
Sep 9-32,3640,847,4976,240,4,-2,-15,29,22,-12,-11,-3,16,-1,-2,6,3,0,0,-1,-1,1,1,-29,-3,24,-17,-15,-58,-83,-2,-13,-4,-2,-16,-5,0,131,23,21,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1
Sep 9-33,3130,947,4824,245,3,-3,-16,40,33,-13,-12,-4,15,-1,-2,12,4,-1,-1,0,0,1,-1,-28,-8,2,-36,-5,-56,121,-1,-12,-4,-2,-18,-2,1,122,24,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,3,3,8,16,32,41,88,6,1,0,0,1,1,1
Sep 9-34,2431,847,5110,393,8,-3,-14,66,15,-14,-12,-4,23,-1,-2,7,6,0,0,0,-2,-3,1,-29,2,21,-12,17,-71,-37,-8,-14,-4,-2,-16,-6,0,115,23,21,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,90,5,1,0,0,1,1,1
Sep 9-35,2651,835,4013,263,5,-2,-14,60,20,-14,-11,-5,27,-1,-2,10,7,-2,-1,0,1,-2,0,-28,-3,30,25,-3,-45,77,5,-12,-4,-1,-19,-5,1,117,23,18,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,2
Sep 9-36,3271,867,4766,263,1,-3,-15,37,28,-15,-12,-1,21,-1,-2,6,5,0,1,0,0,-2,2,-28,-5,10,-18,50,-115,88,-6,-12,-4,-2,-17,-4,-1,126,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,1
Sep 9-37,4217,998,4225,213,1,-3,-13,45,33,-13,-12,-4,20,-1,-2,5,3,0,0,-1,-3,-4,-1,-25,-4,29,-2,24,-2,-170,-14,-12,-5,-1,-16,-2,2,138,24,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,5,1,0,0,1,1,2
Sep 9-38,2541,748,4025,277,3,-3,-14,28,14,-14,-11,-1,19,-1,-2,3,3,-1,0,-1,-1,-1,-2,-22,-5,22,-11,13,-70,-61,-10,-12,-4,-2,-17,-2,-1,114,22,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,5,1,0,0,1,1,1
Sep 9-39,3051,822,4303,305,2,-3,-15,31,27,-14,-12,-3,14,-1,-2,10,5,-1,-1,-1,-2,-2,-2,-23,-2,23,13,23,-37,59,-10,-13,-5,-2,-18,-4,-1,123,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1
Sep 9-40,2967,867,4569,246,3,-3,-14,49,23,-14,-12,-3,20,-1,-2,9,5,-1,-1,-1,-1,-1,-3,-24,-4,24,-3,25,-35,-27,-5,-12,-5,-1,-17,-2,3,121,23,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,6,1,0,0,1,1,2
Sep 9-41,1831,1491,26941,24229,2973,85,57,667,28271,-18,35,131,416,117,2,123,241,23,262,16,7,5,48,15,27,493,-8,131,-319,-251,40,10,13,1419,-2,13,0,471,77,125,101,16,2,2,4,104,17,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,47,62,136,12,3,2,7,2,3,3
Sep 11-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sep 11-2,-72,29,2,-9,2,1,1,2,14,-1,0,1,0,0,0,0,0,-1,-1,1,0,0,-1,1,6,13,1,-100,-78,-88,-12,1,-1,0,1,-1,0,109,22,9,3,1,0,1,1,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,3,3,8,19,39,51,111,6,2,1,1,1,2,2
Sep 11-3,1076,1527,27620,24984,3011,88,62,684,28987,-20,34,137,429,127,2,125,235,28,278,18,2,6,54,11,30,517,19,120,-428,-248,32,9,12,1437,2,10,5,469,78,128,104,17,2,2,5,106,17,2,3,4,5,1,1,5,3,5,1,2,1,2,4,4,13,23,47,62,136,12,3,2,7,2,3,3
Sep 11-4,2616,712,3817,251,4,-3,-15,23,20,-14,-12,-1,10,-1,-2,5,1,0,-1,-1,0,-1,-2,-27,-3,19,-29,-2,-72,56,-15,-13,-5,-2,-19,-5,-3,117,22,18,5,1,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1
Sep 11-5,4160,820,4728,299,2,-3,-15,30,20,-14,-11,0,23,-1,-2,5,5,0,0,-2,-3,-2,-1,-27,-6,18,-12,-13,-153,-83,-5,-12,-4,-2,-17,-3,1,139,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,91,6,1,0,0,1,1,2
Sep 11-6,3538,913,4775,322,3,-2,-14,29,35,-15,-11,-1,21,-1,-2,7,4,-1,-1,-1,0,-3,-1,-23,-7,13,-24,-14,2,36,-6,-12,-5,-2,-20,-2,-1,131,24,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,92,6,1,0,0,1,1,1
Sep 11-7,3275,792,4687,214,2,-3,-14,32,27,-14,-12,-3,13,-1,-2,6,3,-1,-1,1,1,0,-5,-30,-5,12,-37,15,-125,62,-10,-12,-5,-2,-19,1,-4,127,23,20,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1
Sep 11-8,3932,948,5640,315,2,-3,-14,57,37,-14,-13,-5,24,-1,-2,13,5,-1,0,0,-3,-1,0,-31,-6,25,7,32,-71,93,-16,-13,-4,-2,-16,-5,0,136,24,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1
Sep 11-9,3663,711,4333,249,4,-3,-15,36,25,-13,-11,-4,14,-1,-2,3,1,1,-2,-1,-1,-2,-4,-26,0,13,-20,-9,-43,-49,-10,-12,-4,-2,-17,-2,-1,131,22,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1
Sep 11-10,3844,949,5298,217,0,-3,-16,33,34,-12,-13,-1,27,-1,-2,13,3,-1,0,0,-2,-1,0,-21,-3,12,-18,-40,-54,203,2,-12,-5,-2,-16,-4,-1,134,24,22,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1
Sep 11-11,1889,1350,27458,24875,3021,91,59,678,29132,-49,35,134,439,124,1,126,243,32,284,17,2,8,57,12,31,537,15,74,-410,-172,24,6,14,1454,0,11,5,475,75,126,103,17,2,2,4,106,17,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,48,62,137,12,3,2,7,2,3,3
Sep 11-12,3377,848,4227,203,1,-3,-15,25,23,-15,-12,-4,15,-1,-2,7,3,0,0,-1,-2,1,2,-33,-6,13,-29,-23,-6,170,1,-13,-4,-2,-19,-3,1,127,23,19,4,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,2
Sep 11-13,3147,953,4832,275,6,-3,-14,68,28,-14,-11,-7,21,-1,-2,8,4,-1,-1,-1,-2,-2,-2,-23,-7,10,12,11,-17,103,-14,-13,-4,-1,-16,0,1,123,24,20,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,5,1,0,0,1,1,1
Sep 11-14,2521,860,4328,328,5,-2,-16,60,16,-13,-12,-4,25,-1,-2,5,4,-1,0,0,-1,-1,-1,-23,-3,12,-50,-1,7,-40,8,-13,-5,-2,-20,-4,0,116,23,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,43,91,6,1,0,0,1,1,1
Sep 11-15,3421,747,4355,262,4,-3,-14,32,40,-13,-11,-5,16,-1,-2,3,6,-1,0,-1,-2,1,1,-31,-5,40,-14,13,-13,-52,-1,-12,-5,-2,-15,-3,-2,127,22,19,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,32,41,89,6,1,0,0,1,1,1
Sep 11-16,3090,739,3954,280,1,-3,-16,29,19,-13,-11,-2,15,-1,-2,10,7,-1,-1,0,-2,-1,-3,-29,-3,16,-21,-4,-95,-16,-9,-12,-5,-1,-18,-2,-1,123,22,18,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1
Sep 11-17,3880,1031,5387,338,3,-3,-14,53,35,-15,-12,-5,20,-1,-1,13,5,0,0,-1,0,-2,-3,-25,-6,21,-7,-13,-65,116,-13,-12,-5,-2,-17,-2,-1,135,25,22,5,1,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,42,90,5,1,0,0,1,1,1
Sep 11-18,2859,827,4442,241,0,-3,-15,21,23,-15,-12,0,16,-1,-2,5,5,1,-1,-1,0,1,-1,-26,-2,12,30,55,-38,277,-11,-11,-5,-3,-18,-6,0,119,23,19,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,90,5,1,0,0,1,1,1
Sep 11-19,2639,1466,26931,24516,3007,90,64,681,28795,-22,28,135,429,119,1,123,238,32,273,15,9,4,50,17,28,524,-23,124,-456,-513,27,14,9,1439,-4,8,7,493,78,127,104,17,2,2,5,108,18,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,48,63,139,12,3,2,7,2,3,3
Sep 23-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sep 23-2,227,-23,4,-13,6,0,0,1,12,-2,-1,0,0,-1,0,0,1,1,1,0,-1,1,1,-4,-4,-10,21,17,-127,133,-8,2,2,0,0,-2,1,121,21,9,2,1,0,1,1,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,3,3,9,19,39,51,112,6,2,1,1,1,2,2
Sep 23-3,2056,1359,27449,24965,3047,90,59,693,28993,-44,28,136,437,125,2,124,243,29,268,18,7,5,51,11,29,512,-16,141,-353,-290,29,3,12,1439,3,15,6,486,77,128,105,17,2,2,5,106,18,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,47,62,136,12,3,2,7,2,3,3
Sep 23-4,2522,1020,3416,411,-2,-3,-13,74,35,-14,-11,-2,34,-1,-2,7,6,0,0,0,0,0,-3,-24,-7,24,-34,-12,-19,165,-5,-11,-4,-2,-20,-2,-2,119,25,17,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,96,6,1,0,0,1,1,1
Sep 23-5,2815,907,4173,420,-2,-4,-17,54,29,-15,-12,-3,29,-1,-2,6,5,-1,-1,0,0,1,1,-24,-2,29,7,17,-49,73,1,-13,-4,-2,-18,-2,-3,123,24,19,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,44,94,6,1,0,0,1,1,1
Sep 23-6,2807,937,4060,422,-2,-3,-15,55,32,-14,-12,-2,28,-1,-3,6,5,0,0,0,1,-1,0,-27,-7,15,5,48,7,47,0,-12,-5,-1,-19,-3,-2,122,24,19,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,95,6,1,0,0,1,1,1
Sep 23-7,2392,988,3074,357,1,-3,-12,62,42,-14,-12,-2,28,-1,-2,6,3,-1,-1,-1,-1,-4,1,-22,0,18,-9,44,-19,95,-6,-11,-5,-2,-19,-4,-1,115,24,16,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,45,96,6,1,0,0,1,1,2
Sep 23-8,2184,1037,2993,313,2,-3,-14,50,37,-15,-11,-3,29,-1,-2,6,3,-1,1,-1,-2,0,-1,-26,2,15,-24,-21,-68,-21,-5,-12,-4,-1,-18,-3,-2,111,25,16,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1
Sep 23-9,2072,1009,2904,355,1,-3,-12,59,40,-14,-12,-3,29,-1,-2,6,6,-1,0,0,0,-3,-5,-23,-6,15,19,52,-71,-68,-3,-12,-5,-1,-23,-3,-2,111,25,16,5,1,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,18,35,45,97,6,1,0,0,1,1,2
Sep 23-10,2201,946,2425,274,-3,-3,-13,42,16,-13,-12,-3,22,-1,-2,5,3,0,-1,0,3,2,1,-25,-1,14,-20,0,-40,39,-2,-12,-4,-2,-16,-4,0,109,24,14,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,6,1,0,0,1,1,1
Sep 23-11,2265,971,2716,296,-3,-3,-14,51,23,-15,-12,-3,23,-1,-2,5,4,0,0,0,-1,-1,0,-25,-6,19,-22,50,-70,-8,-15,-12,-4,-1,-17,-4,-2,110,24,15,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1
Sep 23-12,1908,992,2511,278,-2,-3,-14,43,16,-14,-12,-3,24,-1,-2,5,2,-1,1,0,0,-1,0,-20,-2,28,-11,-12,-80,89,-19,-12,-4,-2,-17,-7,-1,104,24,14,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,91,5,1,0,0,1,1,1
Sep 23-13,2906,1002,4617,547,-2,-3,-17,55,45,-12,-11,-2,31,-1,-2,5,4,0,0,0,-1,-2,-2,-24,-6,0,-6,55,29,134,-12,-12,-4,-2,-20,-6,3,125,25,20,6,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,3,3,8,18,36,45,97,6,1,0,0,1,1,2
Sep 23-14,2743,1083,3041,401,-2,-3,-13,53,38,-14,-13,-2,29,-1,-2,5,3,-1,-2,-1,-1,1,-2,-27,-1,5,-12,28,49,95,2,-12,-5,-2,-19,-3,1,121,25,16,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,95,6,1,0,0,1,1,2
Sep 23-15,2862,1055,3288,444,-3,-3,-13,58,46,-14,-11,-2,33,-1,-3,5,5,-1,0,-1,0,-3,-2,-22,-3,26,2,-45,-75,81,-18,-12,-4,-2,-19,-1,-3,123,25,17,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,18,35,45,97,6,1,0,0,1,2,1
Sep 23-16,1517,1268,26727,24045,2983,87,57,664,28675,-13,32,137,425,118,2,125,244,30,265,18,2,3,51,11,32,545,33,117,-299,-109,22,12,12,1439,-6,10,5,469,75,125,101,17,2,2,4,107,18,2,3,4,5,1,1,5,3,5,1,2,2,2,4,4,13,23,48,64,140,12,3,2,7,2,3,3
Sep 23-17,2162,1014,2549,394,-2,-3,-14,46,38,-16,-11,-2,27,-1,-2,5,2,0,0,0,0,-1,-1,-19,-3,18,-43,-87,-67,46,0,-10,-5,-1,-21,-4,1,110,24,14,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,35,44,94,6,1,0,0,1,1,2
Sep 23-18,1920,1021,2404,367,-1,-3,-14,38,30,-14,-12,-2,24,-1,-2,5,3,-1,-1,0,-1,-4,-1,-20,-4,20,-16,5,-17,257,1,-13,-4,-1,-18,-1,-2,105,24,14,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,43,93,6,1,0,0,1,1,1
Sep 23-19,2518,1134,2963,354,-1,-3,-13,51,41,-14,-12,-1,29,-1,-2,5,6,-1,0,1,0,0,0,-21,-9,16,-38,26,16,148,-8,-12,-4,-2,-17,-3,-2,115,26,15,5,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,3,3,8,17,35,44,94,6,1,0,0,1,1,1
Sep 23-20,2103,960,1996,271,-3,-3,-14,32,22,-14,-12,-4,18,-1,-2,3,2,-1,0,-1,0,1,2,-27,0,16,18,39,-34,121,-16,-12,-5,-2,-17,-3,-1,106,23,12,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,34,42,91,5,1,0,0,1,1,1
Sep 23-21,2120,995,2143,273,-2,-3,-14,35,24,-14,-11,-3,20,-1,-3,4,3,-1,0,0,-1,0,0,-17,-9,-4,-5,1,45,280,-7,-12,-5,-2,-18,-4,-2,106,24,13,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,17,33,42,90,6,1,0,0,1,1,1
Sep 23-22,1865,1003,1937,263,-2,-3,-13,28,21,-13,-11,-3,18,-1,-2,4,3,1,0,0,0,-1,0,-22,-7,13,-17,39,18,119,-11,-11,-4,-2,-17,-5,1,102,24,12,4,0,0,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,1,2,3,3,8,16,33,41,89,5,1,0,0,1,1,1
